Numero Zucchetta,Name of Bridge,Bridge Code,Year Constructed,Crossing River,Segment Code,Number of Islands on the North Side,Number of Islands on the South Side,Northern District,Southern Districts,Private,Civic,Civic Letter,Numero Campate,Arc Style Code,Arc Style,Construction Material Code,Construction Material,Decorations,Handicapped Accessible,Additional Handrail,Number of Steps North,Number of Steps South,Total Number of Steps,Height,Codice Materiale Alzata,Materiale Alzata,Pedata,Codice Materiale Pedata,Material Paving Steps,Minimum Step Width,Superficie Gradino Tipo (Min),Superficie Totale Gradini,Ipotenusa N,Ipotenusa S,Cateto N,Cateto S,Inclination N,Inclination S,Maximum Inclination,Summit Width,Summit Length,Area of Summit,Material Code of Summit,Flooring Material at Summit,Condition of Pavement at Summit,Description of the Condition of Pavement at Summit,Area of Pavement,Codice Tipologia Spalletta,Tipologia spalletta,Codice Materiale Spalletta,Materiale Spalletta,Larghezza Spalletta Est,Larghezza Spalletta Ovest,Larghezza Media Spallette,Altezza Media Spalletta,Width of River,Sporgenza N,Sporgenza S,Effective Lighting,Tide Level,Water Altitude,Freccia N1,Freccia C,Freccia S1,Freccia Minima,Freccia Media,Spessore N2,Spessore N1,Spessore C,Spessore S1,Spessore S2,Spessore Minimo,Photo Number of Arc,Photo Number of Ramp,Numero Foto Punto Quotato,H-N1,H-C,H-S1,SE-N2,SE-N1,SE-C,SE-S1,SE-S2,SI-N2,SI-N1,SI-C,SI-S1,SI-S2,Overall Width,Note:
50,Ponte S. Maurizio,MAURIZ,0,Rio del Santissimo,SANT,83,85,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,9,10,19,12,2,Pietra d'Istria,43.5,8,Asfalto,1.84,0.8,13.61,5.12,5.96,0,0,0,0,0,2.02,2.09,4.22,8,Asfalto,2,Medie,17.83,3,Vuoto Decorato,6,Metallo,3,3,3,100,5.43,0,0,5.43,-0.25,,0,0,0,2.07,2.16,0.86,0.63,0.46,0.62,0.89,46,E27,E26,,3.91,3.96,3.94,1.9,1.59,1.4,1.58,1.99,1.04,0.96,0.94,0.96,1.1,2.58,Scritta: 1856 data di fabbricazione.
51,Ponte Privato (Chiesa di S. Stefano),SANT_P2,0,Rio del Santissimo,SANT,83,85,SM,SM,Yes,,,,,,,,,No,No,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,6.32,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ponte non raggiungibile. Dati non rilevabili.
53,Ponte Privato (chiostro di S.Stefano),SANT_P1,0,Rio del Santissimo,SANT,83,85,SM,SM,Yes,,,,,,,,,No,No,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,5.53,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ponte non raggiungibile. Dati non rilevabili.
54,Ponte dei Frati,FRATI,0,Rio de S. Anzolo,ANZO1,81,83,SM,SM,No,,,1,7,Sesto Super Ribassato,14,Mattoni e Pietra d'Istria,,Yes,No,8,12,20,12,2,Pietra d'Istria,47,3,Trachite,3.25,1.53,27.5,6.1,7.11,0,0,0,0,0,14.18,5.9,83.66,3,Trachite,3,Buone,111.16,3,Vuoto Decorato,6,Metallo,4,4,4,111.4,5.85,0,0,5.85,-0.23,,0,0,0,2.1,2.18,0.99,0.59,0.34,0.41,0.66,34,E18,E19,,3.89,3.89,3.89,2.06,1.56,1.32,1.56,2.06,1.07,0.97,0.98,1.15,1.4,14.98,
55,Ponte Privato và al civico 3823,ANZO1_P1,0,Rio de S. Anzolo,ANZO1,81,83,SM,SM,Yes,3823,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,9,8,17,15.5,2,Pietra d'Istria,31,2,Pietra d'Istria,2.2,0.68,10.23,3.25,2.56,0,0,0,0,0,4.5,2.2,9.9,3,Trachite,1,Cattive,20.13,3,Vuoto Decorato,6,Metallo,4.5,4.5,4.5,98.6,5.91,30,30,5.31,-0.24,,0,0,0,2.09,2.23,0.53,0.44,0.48,0.49,0.46,44,E16,E17,,3.94,3.93,3.88,1.47,1.48,1.32,1.55,1.51,0.94,1.04,0.84,1.06,1.05,5.2,
56,Ponte del Pestrin,PESTRI,0,Rio de Ca' Garzoni,GARZ,82,83,SM,SM,No,,,1,2,Piano,6,Metallo,,No,No,7,8,15,13,2,Pietra d'Istria,44,8,Asfalto,2.35,1.03,13.44,3.45,4.65,0,0,0,0,0,2.35,9.68,22.75,8,Asfalto,2,Medie,36.19,3,Vuoto Decorato,6,Metallo,4.5,4.5,4.5,86.6,4.37,0,0,4.37,-0.25,,0,0,0,2.28,2.29,0.18,0.17,0.17,0.16,0.18,16,E21,E20,,3.58,3.58,3.56,1.04,1.04,1.04,1.03,1.04,0.86,0.87,0.87,0.87,0.86,2.44,Presenza di tubature che sporgono di circa 15 cm.
57,Ponte de la Piscina S. Samuele,SAMUEL,0,Rio de Ca' Garzoni,GARZ,82,83,SM,SM,No,,,1,2,Piano,6,Metallo,,No,No,3,10,13,15,2,Pietra d'Istria,35,8,Asfalto,1.19,0.42,4.58,1.1,3.7,0,0,0,0,0,1.35,11.6,15.66,8,Asfalto,2,Medie,20.24,3,Vuoto Decorato,6,Metallo,6,6,6,102,3.98,0,0,3.98,-0.17,,0,0,0,2.27,2.27,0.18,0.18,0.18,0.18,0.18,18,B2,B1,,3.64,3.64,3.64,1.2,1.2,1.2,1.2,1.2,1.02,1.02,1.02,1.02,1.02,1.46,
58,Ponte de l'Albero,ALBERO,0,Rio de Ca' Corner,CORN,81,82,SM,SM,No,,,1,3,Policentrico,14,Mattoni e Pietra d'Istria,TRE SCUDI AD OVEST,No,No,10,10,20,13.5,2,Pietra d'Istria,48.5,3,Trachite,1.76,0.85,15.36,5.3,2.52,0,0,0,0,0,2.01,2.06,4.14,3,Trachite,3,Buone,19.51,1,Piena,14,Mattoni e Pietra d'Istria,27.5,27.5,27.5,82.6,4.42,-20,0,4.62,-0.25,,0,0,0,1.99,2.08,0.94,0.6,0.43,0.61,1.33,43,E23,E22,,3.69,3.71,3.71,1.78,1.45,1.25,1.42,2.14,0.84,0.85,0.82,0.81,0.81,2.56,Presenza di una seconda rampa di 2.65 m.
59,Ponte Michiel,MICHIE,0,Rio de Ca' Michiel,MICH,81,81,SM,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,12,12,24,12.5,2,Pietra d'Istria,45.5,3,Trachite,1.8,0.82,18.02,7.19,7.12,0,0,0,0,0,3.05,3.15,9.61,3,Trachite,3,Buone,27.63,3,Vuoto Decorato,6,Metallo,4,4,4,98.4,5.18,0,0,5.18,-0.25,,0,0,0,,,0.96,0.56,0.35,0.53,0.89,35,E54,E34,,4.03,4.09,,2.04,1.5,1.31,1.5,1.86,1.08,0.94,0.96,0.97,0.97,3.67,HS1 non rilevabile.
60,Ponte delle Scuole,SCUOE2,0,Rio del Duca e de S. Vidal,DUCA,83,84,SM,SM,No,,,1,6,Sesto Ribassato,6,Metallo,,No,No,5,8,13,16,19,Metallo e Pietra d'Istria,38,8,Asfalto,1.76,0.67,7.36,2.28,3.32,0,0,0,0,0,2.34,1.76,4.12,8,Asfalto,2,Medie,11.48,2,Vuoto Geometrico,6,Metallo,4,4,4,94.8,3.79,0,0,3.79,-0.2,,0,0,0,1.94,2,,0.26,0.23,0.22,0.49,22,E14,E15,,3.4,3.42,3.38,,1.26,1.13,1.21,1.41,0.93,1,0.9,0.99,0.92,2.43,I primi tre gradini sono in asfalto e l'alzata e' in pietra d'Istria.
61,Ponte Privato và al civico 2888,DUCA_P1,0,Rio del Duca e de S. Vidal,DUCA,84,83,SM,SM,Yes,2888,,1,2,Piano,17,Legno e Metallo,,No,No,5,4,9,16,18,Legno e Pietra d'Istria,35,18,Legno e Pietra d'Istria,2,0.7,4.9,1.84,1.5,0,0,0,0,0,2.06,6.59,13.58,4,Legno,2,Medie,18.48,2,Vuoto Geometrico,6,Metallo,3,3,3,93.4,6.7,40,15,6.15,-0.05,,0,0,0,2.02,2.03,0.15,0.15,0.15,0.15,0.16,15,E4,E3,,3.18,3.2,3.16,1.07,1.09,1.11,1.09,1.07,0.92,0.94,0.96,0.94,0.91,2.23,Piano della sommita' e primo scalino in entrambe le rampe e' in legno. A sud cancelletto in ferro.
62,Ponte Giustiniani,GIUSTI,0,Rio del Duca e de S. Vidal,DUCA,84,83,SM,SM,No,,,1,3,Policentrico,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,9,9,18,12,2,Pietra d'Istria,36,8,Asfalto,1.19,0.43,6.85,4.35,4.45,0,0,0,0,0,3.23,1.68,5.43,8,Asfalto,2,Medie,12.28,3,Vuoto Decorato,6,Metallo,4,4,4,102.8,5.27,45,35,4.47,-0.08,,0,0,0,2.06,2.12,0.42,0.37,0.43,0.42,0.38,37,E5,E6,,3.61,3.68,3.62,1.38,1.43,1.4,1.48,1.47,0.96,1.06,0.97,1.06,1.09,3.83,
63,Ponte Privato và al civico 2885,DUCA_P2,0,Rio del Duca e de S. Vidal,DUCA,84,83,SM,SM,Yes,2885,,1,2,Piano,20,"Metallo, Pietra d'Istria e Legno",,No,No,2,6,8,17,2,Pietra d'Istria,32,2,Pietra d'Istria,1.36,0.44,2.61,6.3,2.16,0,0,0,0,0,1.36,5.14,6.99,4,Legno,2,Medie,9.6,2,Vuoto Geometrico,6,Metallo,5,5,5,90,5.27,0,0,5.27,-0.12,,0,0,0,2.21,2.21,0.09,0.09,0.09,0.09,0.09,9,E10,E9,,3.32,3.32,3.32,0.99,0.99,0.99,0.99,0.99,0.9,0.9,0.9,0.9,0.9,1.55,
64,Ponte Privato và al civico 2869/A,DUCA_P3,0,Rio del Duca e de S. Vidal,DUCA,84,83,SM,SM,Yes,2869,A,1,2,Piano,19,Metallo e Pietra d'Istria,,No,No,2,7,9,15,2,Pietra d'Istria,26,2,Pietra d'Istria,1.97,0.51,3.59,,2.05,0,0,0,0,0,2.06,5.3,10.92,2,Pietra d'Istria,4,Ottime,14.5,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,93.6,4.62,0,0,4.62,-0.12,,0,0,0,1.97,1.98,0.25,0.27,0.27,0.29,0.3,25,E8,E7,,3.3,3.34,3.34,1.15,1.21,1.23,1.24,1.23,0.9,0.94,0.96,0.95,0.93,2.14,Gli scalini a nord sono in salita. Ipotenusa N non rilevabile
65,Ponte Vitturi,VITTOR,0,Rio del Duca e de S. Vidal,DUCA,84,83,SM,SM,No,,,1,7,Sesto Super Ribassato,22,"Metallo, Mattoni, Asfalto e Pietra d'Istria",,No,Yes,7,7,14,13,2,Pietra d'Istria,44,8,Asfalto,1.27,0.56,6.71,3.9,4.2,0,0,0,0,0,1.68,5.75,9.66,8,Asfalto,2,Medie,16.37,2,Vuoto Geometrico,6,Metallo,4,4,4,90,3.08,0,0,3.08,-0.13,,0,0,0,2.32,2.33,0.16,0.16,0.16,0.15,0.16,15,E13,E12,,3.51,3.53,3.5,1.06,1.06,1.06,1.05,1.06,0.9,0.9,0.9,0.9,0.9,1.75,
66,Ponte Privato dell'Istituto Veneto,DUCA_P4,0,Rio del Duca e de S. Vidal,DUCA,84,83,SM,SM,Yes,,,1,2,Piano,17,Legno e Metallo,2,No,No,1,1,2,21,6,Metallo,0,6,Metallo,1.2,0,0,,,0,0,0,0,0,1.35,3.64,4.91,4,Legno,2,Medie,4.91,2,Vuoto Geometrico,6,Metallo,7,7,7,60.8,4.72,20,20,4.32,-0.17,,0,0,0,1.96,1.97,1.5,6.00E-02,6.00E-02,8.00E-02,1.5,6,E11,,,3.22,3.22,3.22,1.5,1.07,1.08,1.09,1.5,0,1.01,1.02,1.01,0,1.78,Foto rampa non riprendibile.
67,Ponte della Paglia,PAGLIA,0,Rio de la Canonica o de Palazzo,CANO,93,92,CS,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"Pigne su spalletta, bassorilievo con Madonna lato Est",No,No,10,11,21,11,2,Pietra d'Istria,141,3,Trachite,6.52,9.19,174.67,14.2,15.3,0,0,0,0,0,6.52,3.77,24.58,3,Trachite,3,Buone,199.25,4,Colonnette,2,Pietra d'Istria,21,21,21,113.2,12.28,120,127,9.81,0.06,,0,0,0,2.65,2.71,1.02,0.84,0.78,0.88,1.08,78,B23,B24,,4.59,4.66,4.59,2.16,1.96,1.92,2,2.22,1.14,1.12,1.14,1.12,1.14,7.37,
68,Ponte dei Sospiri (Aereo),SOSPIR,0,Rio de la Canonica o de Palazzo,CANO,93,92,CS,SM,No,,,,3,Policentrico,,,,No,No,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,6,,,,,,,,8.94,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ponte non rilevabile
69,Ponte de la Canonica,CANONI,0,Rio de la Canonica o de Palazzo,CANO,92,93,SM,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"2 teste di leone, 3 scudi a Est, 2 teste di leone a Ovest",No,No,5,11,16,12.5,2,Pietra d'Istria,94,3,Trachite,1.82,1.71,23.95,4.4,13.4,0,0,0,0,0,3.87,3.89,15.05,3,Trachite,3,Buone,39.01,4,Colonnette,2,Pietra d'Istria,31,31,31,90.2,10.26,40,40,9.46,0.11,,0,0,0,2.9,2.92,0.78,0.66,0.71,0.7,0.81,66,B26,B27 S,,4.33,4.36,4.34,1.76,1.51,1.55,1.55,1.8,0.98,0.85,0.84,0.85,0.99,4.5,"Rampa a Nord non segnata: 3 scalini, ipotenusa 16,50, scalino minimo 2.47"
70,Ponte Privato và ai civico 4328,CANO_P1,0,Rio de la Canonica o de Palazzo,CANO,93,92,CS,SM,Yes,4328,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria","1 scudo Ovest, 1 scudo Est",No,No,5,11,16,15,2,Pietra d'Istria,40,8,Asfalto,1.79,0.72,10.02,2.9,4.78,0,0,0,0,0,3.76,2.56,9.63,8,Asfalto,0,Pessime,19.65,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,92,7.05,0,20,6.85,0.15,,0,0,0,2.27,2.35,0.71,0.66,0.47,0.63,0.66,47,B28,B29,,3.67,3.7,3.69,1.65,1.55,1.35,1.55,1.63,0.94,0.89,0.88,0.92,0.97,4.36,Cancello a Sud in ferro.
71,Ponte Privato và ai civico 4341,CANO_P2,0,Rio de la Canonica o de Palazzo,CANO,93,92,CS,SM,Yes,4341,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"7 bugne Est e Ovest, 2 palle di marmo a Sud",No,No,5,11,16,12,2,Pietra d'Istria,45,3,Trachite,2.39,1.08,15.06,2.55,11.55,0,0,0,0,0,2.5,2.95,7.38,3,Trachite,2,Medie,22.43,3,Vuoto Decorato,2,Pietra d'Istria,15.5,15.5,15.5,92,7.33,20,50,6.63,0.15,,0,0,0,2.52,2.58,0.48,0.58,0.54,0.41,0.54,41,B30,B31,,3.84,3.86,3.82,1.42,1.47,1.45,1.3,1.51,0.94,0.89,0.91,0.89,0.97,3.35,
72,Ponte del Remedio,REMEDI,0,Rio de la Canonica o de Palazzo,CANO,93,92,CS,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",5 punte di diamante Est e Ovest,No,No,13,12,25,14,2,Pietra d'Istria,40,3,Trachite,1.52,0.61,13.98,7.55,6.5,0,0,0,0,0,2.08,3.2,6.66,3,Trachite,3,Buone,20.64,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,90.2,8.4,0,0,8.4,0.2,,0,0,0,2.77,2.81,0.65,0.58,0.51,0.59,0.68,51,B32,B33,,4.04,4.05,4.04,1.6,1.46,1.37,1.47,1.62,0.95,0.88,0.86,0.88,0.94,2.54,
73,Ponte de l'Anzolo,ANZOLO,0,Rio de S. Zulian,ZULI,78,92,CS,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",3 scudi Ovest,No,No,14,13,27,12,2,Pietra d'Istria,45,3,Trachite,1.82,0.82,20.48,,7.9,0,0,0,0,0,2.5,3.28,8.2,3,Trachite,3,Buone,28.68,3,Vuoto Decorato,6,Metallo,4,4,4,93.4,6.72,0,25,6.47,0.2,,0,0,0,2.1,2.56,0.79,0.52,0.38,0.5,0.75,38,B35,B34,,3.36,3.93,3.92,1.79,1.46,1.26,1.4,1.7,1,0.94,0.88,0.9,0.95,3.14,"Ipotenusa Nord: 1^ rampa 6,10; 2^ rampa 1,95."
74,Ponte de la Guerra,GUERRA,0,Rio de S. Zulian,ZULI,78,92,CS,SM,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria","2 teste, 3 scudi a Ovest, 2 teste a Est",No,No,10,14,24,13,2,Pietra d'Istria,45,3,Trachite,2.31,1.04,22.87,4.7,7.9,0,0,0,0,0,2.83,3.53,9.99,3,Trachite,3,Buone,32.86,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,93.2,8.96,30,100,7.66,0.11,,0,0,0,2.6,2.69,0.67,0.51,0.45,0.57,0.76,45,C12,C13,,3.98,4,3.95,1.66,1.41,1.33,1.46,1.76,0.99,0.9,0.88,0.89,1,3.43,
75,Ponte de Ca' Balbi,BALBI,0,Rio de S. Zulian,ZULI,78,92,CS,SM,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,3 scudi Ovest,No,Yes,14,13,27,13,2,Pietra d'Istria,47,3,Trachite,1.41,0.66,16.57,11.9,10.3,0,0,0,0,0,6.01,3.54,21.28,3,Trachite,3,Buone,37.84,3,Vuoto Decorato,6,Metallo,4,4,4,100.2,9.38,80,90,7.68,0.08,,0,0,0,2.7,2.76,0.7,0.58,0.54,0.65,0.82,54,C14,C15,,4.23,4.23,4.23,1.76,1.55,1.5,1.61,1.88,1.06,0.97,0.96,0.96,1.06,6.9,
76,Ponte de la Malvasia,MALVA2,0,Rio de S. Zulian,ZULI,78,92,CS,SM,No,,,1,2,Piano,21,Metallo e Asfalto,,No,No,12,12,24,11.5,2,Pietra d'Istria,39.5,8,Asfalto,1.34,0.53,11.64,4.85,5.1,0,0,0,0,0,1.67,9.8,16.37,8,Asfalto,2,Medie,28.01,3,Vuoto Decorato,6,Metallo,5,5,5,91,4.61,0,-50,5.11,0.04,,0,0,0,2.52,2.52,0.34,0.32,0.32,0.33,0.34,32,C16,C17,,3.72,3.72,3.72,1.25,1.24,1.23,1.24,1.24,0.91,0.92,0.91,0.91,0.9,1.73,
77,Ponte de la Fava,FAVA,0,Rio de la Fava,FAVA2,77,78,SM,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,12,14,26,13,2,Pietra d'Istria,45,3,Trachite,1.6,0.72,17.28,8.2,9.4,0,0,0,0,0,4,3.92,15.68,8,Asfalto,2,Medie,32.96,3,Vuoto Decorato,6,Metallo,4,4,4,96.6,8.02,100,105,5.97,-0.16,,0,0,0,2.51,2.6,0.76,0.55,0.42,0.47,0.81,42,C25,C26,,4.15,4.2,4.17,1.82,1.48,1.33,1.42,1.79,1.06,0.93,0.91,0.95,0.98,4.58,
78,Ponte S. Antonio,ANTON2,0,Rio de la Fava,FAVA2,77,78,SM,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,13,8,21,11.5,2,Pietra d'Istria,48.5,3,Trachite,2.53,1.23,23.31,7.05,7.18,0,0,0,0,0,11.68,2.8,32.7,3,Trachite,3,Buone,56.02,3,Vuoto Decorato,6,Metallo,4.5,4.5,4.5,82.4,5.99,80,95,4.24,-0.15,,0,0,0,2.46,2.52,0.84,0.54,0.42,0.59,0.98,42,C27,C28,,3.95,4,4,1.75,1.34,1.21,1.39,1.8,0.91,0.8,0.79,0.8,0.82,12.4,
79,Ponte del Teatro o Marco Polo,MPOLO,0,Rio de S. Lio,LIO,71,72,CN,CS,No,,,1,7,Sesto Super Ribassato,14,Mattoni e Pietra d'Istria,1 scudo in entrambi i lati,No,Yes,11,11,22,15,2,Pietra d'Istria,40,3,Trachite,1.88,0.75,15.04,4.8,5,0,0,0,0,0,1.88,4.25,7.99,3,Trachite,2,Medie,23.03,1,Piena,14,Mattoni e Pietra d'Istria,24,24,24,81.8,7.18,50,30,6.38,-0.15,,0,0,0,2.54,2.56,0.55,0.39,0.37,0.39,0.55,37,C30,C21,,3.89,3.9,3.91,1.37,1.2,1.17,1.21,1.39,0.82,0.81,0.8,0.82,0.84,2.36,
80,Ponte del Cristo,CRISTO,0,,MARI1,70,72,CN,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,TRE SCUDI,No,No,11,11,22,13,2,Pietra d'Istria,45.5,30,Trachite e Asfalto,1.75,0.8,15.93,7.6,7.95,0,0,0,0,0,3.37,2.81,9.47,8,Asfalto,2,Medie,25.39,3,Vuoto Decorato,6,Metallo,4,4,4,96.4,8.87,80,60,7.47,0.52,,0,0,0,2.59,2.67,0.55,0.51,0.42,0.56,0.55,42,,G3,,3.57,3.58,3.56,1.56,1.43,1.34,1.49,1.59,1.01,0.92,0.92,0.93,1.04,3.97,
81,Ponte Rosso,ROSSO2,0,Rio dei Mendicanti o de S. Zanipolo,MEND,65,66,CN,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,11,11,22,15,2,Pietra d'Istria,45,3,Trachite,1.92,0.86,17.28,5.25,3.9,0,0,0,0,0,3.21,3.03,9.73,3,Trachite,3,Buone,27.01,3,Vuoto Decorato,6,Metallo,5,5,5,93.4,8.76,50,60,7.66,0.55,,0,0,0,2.48,2.56,0.7,0.61,0.47,0.55,0.64,47,G5,G4,,3.47,3.48,3.48,1.66,1.54,1.4,1.47,1.57,0.96,0.93,0.93,0.92,0.93,3.81,Ad ovest ci sono due cancelli metallici sulla spalletta.
82,Ponte Cavallo,CAVALO,0,Rio dei Mendicanti o de S. Zanipolo,MEND,65,66,CN,CS,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",TRE SCUDI DUE TESTE AD OVEST DUE TESTE AD EST,No,Yes,17,16,33,12,2,Pietra d'Istria,50,8,Asfalto,3.33,1.67,51.62,17.7,11.2,0,0,0,0,0,3.39,3.36,11.39,8,Asfalto,2,Medie,63.01,1,Piena,14,Mattoni e Pietra d'Istria,40,40,40,89.4,9.52,1.9,80,8.701,0.56,,0,0,0,3.26,3.31,0.48,0.42,0.49,0.47,0.65,42,G7,G6,,4.04,4.07,4.05,1.38,1.3,1.25,1.35,1.7,0.9,0.88,0.76,0.88,1.05,4.2,"Presenza di vegetezione sul manufatto, intonaco scrostato."
83,Ponte della cavana dell'Ospedale,CAVOS2,0,,MEND,66,66,CS,CS,No,,,1,6,Sesto Ribassato,6,Metallo,,No,No,9,9,18,14,6,Metallo,44,8,Asfalto,3.59,1.58,25.27,4.15,4.05,0,0,0,0,0,3.59,2.59,9.3,8,Asfalto,1,Cattive,34.57,2,Vuoto Geometrico,6,Metallo,6,,,90.2,8.88,0,0,8.88,0.57,,0,0,0,2.24,2.37,0.47,0.31,0.2,0.46,0.66,20,G9,G8,,3,3.03,3,1.42,1.21,1.08,1.33,1.57,0.95,0.9,0.88,0.87,0.91,3.65,Parti metalliche arrugginite.
84,Ponte dei Mendicanti,MENDIC,0,Rio dei Mendicanti o de S. Zanipolo,FNUO8,65,66,CN,CS,No,,,1,3,Policentrico,14,Mattoni e Pietra d'Istria,,No,No,16,16,32,11.5,2,Pietra d'Istria,59.5,8,Asfalto,5.12,3.05,91.39,15.05,15.85,0,0,0,0,0,5.5,5.64,31.02,8,Asfalto,1,Cattive,122.41,5,Mista,19,Metallo e Pietra d'Istria,3.5,3.5,3.5,95.4,16.53,3.2,2.75,16.4705,0.57,,0,0,0,3.15,3.24,0.75,0.68,0.66,0.81,0.81,66,G11,G10,,4.33,4.35,4.33,1.71,1.64,1.61,1.75,1.77,0.96,0.96,0.95,0.94,0.96,6.38,Presenza di vegetazione sul lato esterno e sui gradini.
85,Ponte del Vin,VIN,0,Rio del Vin,VIN,94,93,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,10,12,22,12,2,Pietra d'Istria,50,8,Asfalto,8.84,4.42,88.4,7.3,8.2,0,0,0,0,0,9.16,4.99,45.71,8,Asfalto,2,Medie,134.11,4,Colonnette,2,Pietra d'Istria,17,17,17,107.8,6.56,100,80,4.76,0.03,,0,0,0,2.37,2.43,0.9,0.48,0.38,0.5,0.9,38,B21,B22,,3.93,3.95,3.91,1.98,1.56,1.46,1.57,1.98,1.08,1.08,1.08,1.07,1.08,9.67,
87,Ponte S. Provolo,PROVOL,0,Rio del Vin,VIN,93,94,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,12,10,22,12.5,2,Pietra d'Istria,45,27,Asfalto e Cemento,2.6,1.17,23.4,7.7,7.1,0,0,0,0,0,2.62,3.68,9.64,8,Asfalto,2,Medie,33.04,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,96,4.71,50,20,4.01,-0.01,,0,0,0,2.35,2.42,0.87,0.55,0.41,0.58,1.18,41,B20,B19,,3.87,3.88,3.87,1.88,1.48,1.34,1.51,2.18,1.01,0.93,0.93,0.93,1,3.18,
88,Ponte dei Carmini,CARMIN,0,Rio de S. Provolo o de l'Osmarin,PROV2,79,94,CS,CS,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",3 scudi Ovest,No,No,10,8,18,13,2,Pietra d'Istria,35,8,Asfalto,1.82,0.64,10.19,4.15,2.95,0,0,0,0,0,2.14,1.63,3.49,8,Asfalto,2,Medie,13.68,3,Vuoto Decorato,6,Metallo,3,3,3,101.6,3.55,30,25,3,-0.04,,0,0,0,1.87,2.04,0.92,0.33,0.27,0.46,1.15,27,B17,B18,,3.45,3.48,3.38,1.93,1.39,1.22,1.47,2.2,1.01,1.06,0.95,1.01,1.05,2.74,4 tutori sotto l' arco.
89,Ponte del Diavolo,DIAVOL,0,Rio de S. Provolo o de l'Osmarin,PROV1,76,94,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,8,8,16,14.5,2,Pietra d'Istria,39,3,Trachite,1.94,0.76,10.59,3.6,3.43,0,0,0,0,0,1.94,1.52,2.95,3,Trachite,3,Buone,13.54,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,93.2,4.42,20,87,3.35,-0.06,,0,0,0,2.01,2.1,0.69,0.36,0.36,0.44,1,36,B15,B16,,3.42,3.53,3.48,1.63,1.3,1.24,1.41,1.93,0.94,0.94,0.88,0.97,0.93,2.54,
90,Ponte de l'Osmarin,OSMARI,0,Rio de S. Lorenzo,LORE2,76,94,CS,CS,No,,,1,1,A tutto Sesto,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,10,9,19,13,2,Pietra d'Istria,47,8,Asfalto,2.28,1.07,18.22,1.85,2.33,0,0,0,0,0,2.74,1.95,5.34,27,Asfalto e Cemento,1,Cattive,23.56,3,Vuoto Decorato,6,Metallo,4,4,4,97,4.46,20,0,4.26,-0.08,,0,0,0,2.35,2.44,0.65,0.59,0.37,0.53,0.91,37,B13,B14,,3.97,3.97,3.94,1.74,1.54,1.29,1.48,1.85,1.09,0.95,0.92,0.95,0.94,3.43,"2^ rampa Sud ipotenusa 2,00"
