"!!id","!!type","materiale del manufatto","dimensioni alzata","spessore minimo","numero rampe","stile dell'arco","zoom","nome del ponte","materiale spallette","luce effettiva","decorazioni","larghezza minima gradini","superficie calpestabile rampe","superficie sommità","ID del segmento","numero campate","accessibile handicappati","nome del rio","ragione giuridica","n° gradini nord","materiale pav sommità","larghezza media spallette","ID","materiale alzata","intonaco arco","corrimano","anno di costruzione","Y","X","note","freccia","tipologia spallette","larghezza navigabile","franco","dimensioni pedata","lettera civico","intonaco spallette","civico","altezza media spallette","rapporto luce/freccia","n° zucchetta","materiale pedata","n° gradini sud","foto","data ultimo restauro","jobs","jobItems"
"CATERIN","ponti","muratura e pietra calcarea","0.14","0.41","2","Sesto Ribassato","50.000000000284","Ponte S. Caterina","muratura","10.1","tre scudi","2","23.2","9.5","CATE02","1","no","Rio de S. Caterina","pubblica","14","conglomerato bituminoso","0.28","CATERIN","pietra calcarea","no","no","0","5035630.01264537","2311739.72931611","","2.8","pieno","10.1","2.8","0.4","","si","0","0.89","3.61","199","conglomerato bituminoso","14","199","","[00346, 00232, 00189, II502]","[]"
"GESUIT","ponti","muratura e pietra calcarea","0.11","0.43","2","Sesto Ribassato","50.0000000000886","Ponte dei Gesuiti","muratura","11.1","","4","55.9","19.7","CATE03","1","no","Rio de S. Caterina","pubblica","15","conglomerato bituminoso","0.36","GESUIT","pietra calcarea","no","no","0","5035589.12964822","2311841.24041703","","3.1","pieno","11.1","3.1","0.44","","no","0","0.85","3.58","198","conglomerato bituminoso","16","198","","[00346, 00232, 00189, II502]","[]"
"AQUAVIV","ponti","metallo","0.14","0.25","2","Sesto Ribassato","50.0000000002118","Ponte de l'Acquaviva","metallo","9.6","scritta","2","22","6.8","GESU02","1","no","Rio dei Gesuiti","pubblica","13","conglomerato bituminoso","0.07","AQUAVIV","metallo e pietra d'Istria","no","no","0","5035535.89876616","2311906.16299198","Le prime rampe a nord e sud sono in asfalto e pietra d'Istria.","2.7","vuoto decorato","9.6","2.7","0.45","","no","0","1.02","3.56","196","conglomerato bituminoso","13","196","1/1/1977 1:01:00 AM","[00232, 00189]","[]"
"FRANCE","ponti","muratura e pietra calcarea","0.11","0.65","2","Sesto Ribassato","50.0000000001305","Ponte de S. Francesco","muratura","10.1","tre scudi ad est","3","36.5","13.7","VIGN01","1","no","Rio de S. Francesco de la Vigna","pubblica","14","conglomerato bituminoso","0.34","FRANCE","pietra calcarea","si","no","0","5035026.0860921","2312531.82926008","Intonaco imbrattato con spray, vegetazione sui gradini e all'esterno del ponte.","2.5","pieno","10.1","2.5","0.5","","si","0","0.82","4.04","140","conglomerato bituminoso","14","140","","[00003, 00232, 00447]","[]"
"LATE1_P1","ponti","muratura e pietra calcarea","0.16","0.44","2","Sesto Ribassato","49.9999999997612","Ponte Privato (di Ca' Bondomier) va al civico 6396","muratura","3.07","","1.37","21.1","6.93","LATE01","1","no","Rio de S. Giovanni Laterano","privata","7","trachite","0.3","LATE1_P1","pietra d'Istria e rosso di Verona","no","no","0","5035081.75655629","2312229.50594729","","","pieno","6.9","2.6","0.31","","no","6396","0.85","2.8","118","pietra d'Istria e rosso di Verona","9","118","1/1/1999 1:01:00 AM","[00103, 00232]","[00103PT0002]"
"STORT6","ponti","muratura e pietra calcarea","0.14","0.46","2","A tutto Sesto","49.9999999996346","Ponte Storto","metallo","4.3","Tre scudi ad ovest","1","10.4","7","ZANI01","1","no","Rio de S. Zaninovo e del Remedio","pubblica","10","trachite","0.035","STORT6","pietra calcarea","no","no","0","5034830.7895445","2312094.39970236","Un civico.","2.1","vuoto decorato","4.3","2.1","0.4","","no","0","0.95","2.05","92","trachite","9","092","","[00103, 00232]","[]"
"MONDON","ponti","muratura e pietra calcarea","0.12","0.54","2","Sesto Ribassato","49.9999999997953","Ponte del Mondo Novo","metallo","10.2","","2","18.2","11.7","MOND02","1","no","Rio del Mondo Novo","pubblica","11","trachite","0.04","MONDON","pietra calcarea","si","no","0","5034979.10413965","2311989.26025985","","2.6","vuoto decorato","10.2","2.6","0.49","","no","0","0.94","3.92","106","trachite","11","106","","[00103, 00232]","[]"
"GRANA","ponti","muratura e pietra calcarea","0.14","0.41","2","Sesto Ribassato","50.0000000001571","Ponte de la Grana","muratura","7.2","cinque bugne ad est ed ovest","2","21.3","6.1","SCUD01","1","no","Rio dei Scudi e de la S. Ternita","pubblica","11","conglomerato bituminoso","0.29","GRANA","pietra calcarea","no","no","0","5034744.45433288","2312578.53591135","Corrimano presente solo sul lato nord.","2.6","pieno","7.2","2.6","0.415","","no","0","0.91","2.77","146","conglomerato bituminoso","13","146","","[00003, 00115, 00232]","[00115PT0006]"
"ARCO","ponti","metallo","0.115","0.22","2","Piano","49.9999999997661","Ponte de l'Arco","metallo","4.8","","2","12.7","11.8","SCUD01","1","no","Rio dei Scudi e de la S. Ternita","pubblica","7","conglomerato bituminoso","0.05","ARCO","pietra calcarea","no","no","0","5034781.37800821","2312554.68781193","","2.8","vuoto decorato","4.8","2.8","0.42","","no","0","0.96","1.71","147","conglomerato bituminoso","11","147","","[00003, 00115, 00232]","[00115PT0005]"
"SCUDI","ponti","muratura e pietra calcarea","0.11","0.4","2","Sesto Ribassato","49.9999999999739","Ponte dei Scudi","metallo","6.4","","1","15.5","8.3","SCUD01","1","no","Rio dei Scudi e de la S. Ternita","pubblica","12","conglomerato bituminoso","0.04","SCUDI","pietra calcarea","no","no","0","5034847.92660908","2312560.0231232","Presenza di vegetazione sui lati est ed ovest. I primi otto gradini a nord sono in trachite.","2.7","vuoto decorato","6.4","2.7","0.46","","no","0","0.87","2.37","148","trachite e conglomerato bituminoso","12","148","","[00003, 00115, 00232]","[00115PT0004]"
"FELICE","ponti","muratura e pietra calcarea","0.11","0.47","2","Sesto Ribassato","49.999999999978","Ponte Novo S. Felice","metallo e pietra calcarea","4.8","","6","49.6","33","FELI02","1","no","Rio de S. Felice","pubblica","10","conglomerato bituminoso","0.04","FELICE","pietra calcarea","no","no","0","5035480.8381975","2311460.48720328","","2.3","vuoto geometrico","4.8","2.3","0.45","","no","0","0.94","2.09","209","conglomerato bituminoso","8","209","","[00112, 00232, II501]","[00112PT0003]"
"TRASTI","ponti","muratura e pietra calcarea","0.15","0.41","2","Sesto Ribassato","50.0000000003434","Ponte dei Trasti","metallo e pietra calcarea","6.4","","2","22.9","6.5","TRAS01","1","no","Rio dei Trasti","pubblica","12","conglomerato bituminoso","0.03","TRASTI","pietra calcarea","no","no","0","5035996.0899399","2311170.7888694","","2.4","vuoto geometrico","6.4","2.4","0.47","","no","0","0.88","2.67","249","conglomerato bituminoso","11","249","","[00003, 00232, 00155]","[]"
"GIOB_P1","ponti","legno","0.17","0.27","2","Piano","50.0000000001562","Ponte Privato va al civico 621/A/E","legno","7","","2","11.9","15.8","GIOB01","1","no","Rio de S. Giobbe","privata","9","legno","0.1","GIOB_P1","conglomerato cementizio","no","no","0","5035908.58492866","2310400.57442181","Due civici (621A e 621E) o uno (621A/E)? Rampa nord chiusa da un cancello, presenza di un tubo d'acqua nel lato ovest.","3.1","vuoto geometrico","7","3.1","0.33","A/E","no","621","1.05","2.26","261","conglomerato cementizio","11","261","","[00232, II504]","[]"
"DUCA_P1","ponti","metallo","0.21","0.2","2","Piano","50.0000000000337","Ponte Privato dell'Istituto Veneto","metallo","3.67","","1","0.7","4.9","DUCA01","1","no","Rio del Duca e de S. Vidal","privata","2","legno","0.07","DUCA_P1","pietra calcarea","no","no","0","5034537.54977362","2311143.9638815","","0","vuoto geometrico","4.3","1.94","0.25","","no","0","1.01","","66","pietra calcarea","2","066","","[00003, 00108, 00232]","[]"
"GIUSTI","ponti","muratura e pietra calcarea","0.12","0.37","2","Sesto Ribassato","50.0000000000838","Ponte Giustiniani","metallo","5.7","","1.2","24.8","6.4","DUCA01","1","no","Rio del Duca e de S. Vidal","pubblica","8","conglomerato bituminoso","0.04","GIUSTI","pietra calcarea","no","no","1872","5034454.59398313","2311086.65257762","","1.7","vuoto decorato","5.7","2.2","0.36","","no","0","0.95","3.35","62","conglomerato bituminoso","8","062","","[00003, 00108, 00232]","[00108PT0003]"
"DUCA_P4","ponti","metallo","0.16","0.15","2","Piano","49.9999999999291","Ponte Privato va al civico 2888","metallo","6.3","","2","6.3","13.6","DUCA01","1","no","Rio del Duca e de S. Vidal","privata","4","legno","0.03","DUCA_P4","legno e pietra d'Istria","no","no","1855","5034440.98631399","2311075.94897007","Piano della sommita' e primo scalino in entrambe le rampe e' in legno. A sud cancelletto in ferro.","0","vuoto geometrico","6.1","2","0.35","","no","2888","0.93","","61","legno e pietra calcarea","3","061","","[00003, 00108, 00313, 00232]","[]"
"DUCA_P2","ponti","metallo","0.15","0.25","2","Piano","50.0000000003739","Ponte Privato va al civico 2869/A","metallo","4.9","","1.3","5.4","11.5","DUCA01","1","no","Rio del Duca e de S. Vidal","privata","2","pietra calcarea","0.04","DUCA_P2","pietra calcarea","no","no","0","5034470.001344","2311098.77453686","Gli scalini a nord sono in salita. Ipotenusa N non rilevabile","0","vuoto geometrico","4.9","2","0.26","A","no","2869","0.94","","64","pietra calcarea","6","064","","[00003, 00108, 00232]","[]"
"DUCA_P3","ponti","metallo","0.17","0.07","2","Piano","50.0000000000517","Ponte Privato va al civico 2885","metallo","5.5","","1.3","3.5","7","DUCA01","1","no","Rio del Duca e de S. Vidal","privata","1","legno","0.05","DUCA_P3","pietra calcarea","no","no","0","5034464.87222257","2311094.70089885","","0","vuoto geometrico","5.5","2.2","0.32","","no","2885","0.9","","63","pietra calcarea","5","063","","[00003, 00108, 00232]","[]"
"FORM_P4","ponti","metallo","0.14","0.17","2","Sesto Ribassato","50.0000000001878","Ponte Privato Fond. Sc. Querini Stampalia","legno e metallo","6.9","","2","6.8","6.5","FORM01","1","no","Rio de S.M. Formosa","privata","4","legno","0.125","FORM_P4","legno","no","no","0","5034904.12698251","2312030.58212233","Civico?","2.4","vuoto geometrico","6.9","2.4","0.5","","no","0","0.95","2.88","99","legno","5","099","","[00162, 00103, 00232, 00181]","[]"
"FORM_P1","ponti","muratura e pietra calcarea","0.16","0.31","2","Sesto Ribassato","50.0000000001361","Ponte Privato va al civico 5250","pietra calcarea","6.5","","2","8.9","3.8","FORM01","1","no","Rio de S.M. Formosa","privata","8","pietra calcarea","0.165","FORM_P1","pietra calcarea","no","no","0","5034943.40025538","2312075.73023582","A nord cancello in metallo decorato.","2.4","vuoto decorato","6.5","2.4","0.335","","no","5250","0.96","2.71","102","pietra calcarea","6","102","","[00162, 00103, 00232, 00181]","[]"
"FORM_P3","ponti","muratura e pietra calcarea","0.17","0.3","2","Sesto Ribassato","50.0000000002732","Ponte Privato va al civico 5252","muratura","5.7","","2","5.7","5.8","FORM01","1","no","Rio de S.M. Formosa","privata","7","trachite","0.34","FORM_P3","pietra calcarea","si","no","0","5034929.22268385","2312062.25589473","Spalletta est danneggiata, spallette imbrattate.","2.5","pieno","5.7","2.5","0.33","","si","5252","0.85","2.28","100","pietra calcarea","3","100","","[00162, 00103, 00232, 00181]","[]"
"FORM_P2","ponti","muratura e pietra calcarea","0.16","0.38","2","Sesto Ribassato","50.0000000003447","Ponte Privato va al civico 5251","muratura","6.8","","2","5.5","4.5","FORM01","1","no","Rio de S.M. Formosa","privata","9","trachite","0.28","FORM_P2","pietra calcarea","no","no","0","5034935.03168883","2312067.76437689","A nord cancello in metallo decorato.","2.6","pieno","6.8","2.6","0.295","","no","5251","0.92","2.62","101","pietra calcarea","3","101","","[00162, 00103, 00232, 00181]","[]"
"ZANI_P3","ponti","muratura e pietra calcarea","0.17","0.25","2","Sesto Ribassato","50.0000000004343","Ponte Privato va al civico 4429","metallo","4.4","","2","6.1","2.9","ZANI01","1","no","Rio de S. Zaninovo e del Remedio","privata","7","conglomerato bituminoso","0.035","ZANI_P3","pietra calcarea","no","no","0","5034841.69767604","2312039.35611191","","2","vuoto decorato","4.4","2","0.33","","no","4429","0.93","2.2","93","conglomerato bituminoso","3","093","","[00103, 00232]","[]"
"ZANI_P1","ponti","metallo","0.19","0.04","2","Piano","49.9999999999981","Ponte Privato va al civico 4428/A","metallo","3.8","","1","2.1","4","ZANI01","1","no","Rio de S. Zaninovo e del Remedio","privata","0","legno","0.05","ZANI_P1","metallo","no","no","0","5034859.37464814","2312028.11649935","Lo spessore minimo in sommità è di 4 cm con una trave sottostante in metallo di 12 cm","1.88","vuoto decorato","3.8","3.03","0.25","A","no","4428","0.98","2.02","95","legno","5","095","","[00103, 00232]","[]"
"ZANI_P2","ponti","metallo","0.16","0.12","2","Sesto Ribassato","49.9999999999588","Ponte Privato va al civico 4428","metallo","4.05","","2","4.5","2.6","ZANI01","1","no","Rio de S. Zaninovo e del Remedio","privata","4","pietra calcarea","0.04","ZANI_P2","vuoto","no","no","0","5034853.5456466","2312031.6376399","Metallo e pietra in stato di avanzato degrado.Lo spessore minimo in sommità è di 12 cm con una trave sottostante in metallo di 10 cm.","1.07","vuoto decorato","3.8","2.12","0.3","","no","4428","0.73","3.79","94","pietra calcarea","6","094","","[00103, 00232]","[]"
"SEVERO","ponti","muratura e pietra calcarea","0.13","0.49","2","Sesto Ribassato","50.0000000000803","Ponte S. Severo","metallo","6.5","","2","15.7","5.6","SEVE02","1","no","Rio de S. Severo","pubblica","10","trachite","0.04","SEVERO","pietra calcarea","no","no","0","5034860.9143844","2312206.87829016","","2.3","vuoto decorato","6.5","2.3","0.45","","no","0","0.99","2.83","122","trachite","10","122","1/1/1992 1:01:00 AM","[00103, 00232]","[]"
"MANIN","ponti","muratura e pietra calcarea","0.16","0.45","2","Sesto Ribassato","50.0000000001227","Ponte Manin","metallo","4.5","6 scudi n-w","3.02","60.5","14.9","SALV01","1","si","Rio de S. Salvador","pubblica","22","conglomerato bituminoso","0.06","MANIN","pietra calcarea","no","no","1409","5034985.62302303","2311581.25325334","Servoscala per disabili","1.42","vuoto geometrico","4.5","2.35","0.55","","no","0","0.98","3.17","15","conglomerato bituminoso","10","015","","[00232]","[]"
"CAVALET","ponti","muratura e pietra calcarea","0.13","0.31","2","Sesto Ribassato","49.9999999999045","Ponte del Cavaletto","metallo","4.9","3 scudi n-w","2","14.8","4.7","PROC01","1","no","Rio de le Procuratie","pubblica","10","conglomerato bituminoso","0.035","CAVALET","pietra calcarea","no","no","1769","5034664.20807828","2311734.01467872","","2.2","vuoto decorato","4.9","2.2","0.465","","no","0","0.94","2.23","23","conglomerato bituminoso","11","023","","[00232]","[]"
"PROC_P1","ponti","metallo","0.19","0.28","2","Piano","49.9999999998966","Ponte Privato - Passerella Aerea","metallo","5.4","","1","2.9","9.1","PROC01","1","no","Rio de le Procuratie","privata","1","legno","0.035","PROC_P1","pietra calcarea","no","no","1916","5034667.81746003","2311741.85684419","Cancello lato sud","0","vuoto decorato","5.4","0","0.26","","no","0","0.95","","24","pietra calcarea","8","024","","[00232]","[]"
"REALE","ponti","metallo","0","0.04","0","Piano","49.9999999996932","Ponte Privato del Palazzo Reale (levatoio)","metallo","5","","3.3","0","13.9","REAL01","1","no","Rio de la Luna o dei Giardinetti","privata","0","legno","0.03","REALE","non rilevato","no","no","0","5034542.80887278","2311784.34967147","Motivi ornamentali a forma di rosone. Il ponte levatoio è aperto; non è percorribile. Spalletta presente solo sul lato Est (ad essa si riferiscono i dati).","0.45","vuoto decorato","2.3","0.85","0","","no","0","0.92","11.11","28","non rilevato","0","028","","[00006, 00232]","[]"
"ZECA_P1","ponti","muratura e pietra calcarea","0.16","0.5","1","Sesto Ribassato","49.9999999996872","Edificio Privato (Compagnia della Vela)","pietra calcarea","8.3","varie","2.05","4.5","25","ZECA01","1","no","Rio de la Luna o dei Giardinetti","privata","11","pietra d'Istria e rosso di Verona","0.38","ZECA_P1","pietra calcarea","si","no","1850","5034527.0115787","2311865.78120042","Intradosso con sovrapposizione di due archi. Quota parapetto misurata rispetto alla pedana in legno, che copre tutta la sommità e 3 gradini in pietra rilevabili a Est. Prospetto ovest chiuso da graticcio in legno (senza gradini).","2.19","colonnette","8.3","2.14","0.28","","no","2","1","3.79","29","pietra calcarea","0","029","","[00006, 00232]","[]"
"ALBO_P1","ponti","muratura e pietra calcarea","0.18","0.25","2","Sesto Ribassato","49.9999999999464","Ponte Privato, va al civico 2442/A","metallo","6.7","","1","6.1","5","ALBO01","1","no","Rio de l'Alboro o de le Ostreghe","privata","9","pietra calcarea","0.07","ALBO_P1","pietra calcarea","no","no","1881","5034439.48657088","2311433.12621014","Cancelletto di metallo sul lato nord.","2.4","vuoto decorato","6.7","2.4","0.35","A","no","2442","0.95","2.79","38","pietra calcarea","8","038","","[00099, 00232]","[]"
"ZAGURI","ponti","muratura e pietra calcarea","0.13","0.42","2","Sesto Ribassato","50.0000000001371","Ponte Zaguri","metallo","5.8","","4","23.4","7.5","MAUR01","1","no","Rio de S. Maurizio e rio Malatin","pubblica","8","trachite","0.035","ZAGURI","pietra calcarea","no","no","1853","5034502.46578316","2311336.60407881","","1.9","vuoto decorato","5.8","1.9","0.41","","no","0","0.98","3.05","48","trachite","7","048","","[00099, 00232]","[00099PT0013]"
"MAURIZ","ponti","muratura e pietra calcarea","0.12","0.46","2","A tutto Sesto","50.0000000000562","Ponte S. Maurizio","metallo","5","","2","21.3","5.5","SANT01","1","no","Rio del Santissimo","pubblica","8","trachite","0.04","MAURIZ","pietra calcarea","no","no","1866","5034546.24828364","2311253.39136397","Scritta: 1856 data di fabbricazione.","2.2","vuoto decorato","5","2.3","0.44","","no","0","0.9","2.27","50","trachite","9","050","","[00320, 00108, 00232]","[00108PT0004]"
"SANT_P2","ponti","muratura e pietra calcarea","0.17","0.35","2","Sesto Ribassato","50.000000000012","Ponte Privato (chiesa di S. Stefano)","muratura","6.7","","0.86","2","11.15","SANT01","1","no","Rio del Santissimo","privata","2","piastrelle","0.3","SANT_P2","pietra calcarea","si","no","1532","5034592.20041249","2311270.4445692","Ponte chiuso e coperto con presenza di finestre di forma rettangolare. Parapetto: muro con soffitto alto m 2.40, ma uno dei due accessi è alto 1.92 m.","1.68","chiuso","6.7","1.86","0.99","","no","0","2.4","3.99","51","piastrelle","1","051","","[00320, 00108, 00232]","[]"
