"!!ID","!!IDName","!ImageUrl","Dati Generali_Data fine","Dati Generali_Data inizio","Dati Generali_Descrizione","Dati Generali_Durata","Dati Generali_Famiglia","Dati Generali_Stato","Dati Generali_Zona","Intervento_Importo lavori effettivo","Intervento_Importo lavori effettivo (dl)","Intervento_Importo lavori previsto","Intervento_Tipologia intervento","Segnalazione_Tipologia elemento","Sopralluogo_Tipologia anomalia","Sopralluogo_Tipologia elemento"
"1667","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1028/360/220/","2008-10-29","2008-10-28","Calle Larga Vincenzo Coronelli 2138 (San Polo)",,"Venezia Sud","risolto","San Polo",,,,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"3436","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/5882/360/220/","2009-05-18","2009-05-14","S.Marco, 2806/c - Campo Santo Stefano","4 giorni","Venezia Nord","risolto","San Marco",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"1668","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1031/360/220/","2008-10-29","2008-10-28","Calle Pezzana 2164 (San Polo)",,"Venezia Sud","risolto","San Polo",,,,"pavimentazione",,"cedimento","caditoia"
"3437","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/5886/360/220/","2009-05-22","2009-05-15","S.Polo, 1148 - Calle dei Sbianchesini","7 giorni","Venezia Sud","risolto","San Polo",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"1669","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1034/360/220/","2008-10-29","2008-10-28","Campiello del Librer 2068 (San Polo)",,"Venezia Sud","risolto","San Polo",,,,,,"cedimento","pavimentazione stradale"
"9505","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/12190/360/220/","2010-03-10","2010-03-05","San Marco Campiello Barozzi (dipintura civici)","5 giorni","Venezia Nord","risolto","San Marco","","",,"segnaletica e anagrafica","arredo, segnaletica","intervento migliorativo","elementi di arredo, segnaletica"
"9504","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/12128/360/220/","2010-04-09","2010-03-08","Dorsoduro 2766/B ponte Lombardo","32 giorni","Venezia Sud","risolto","Dorsoduro",,,,"ponti","ponti (e pontili)","lesione","pavimentazione ponte"
"6250","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11882/360/220/","2009-12-16","2009-12-14","ISPEZIONE CANNAREGIO LISTA DI SPAGNA CIV.193 - 191 - 201 A - 199","2 giorni","Venezia Nord","risolto","Cannaregio","","",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"9503","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/12125/360/220/","2010-03-12","2010-03-08","Castello -S. Elena Viale Ventiquattro Maggio, 13","4 giorni","Venezia Nord","risolto","Castello",,,,,"fognatura","malfunzionamento","altro"
"13305","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14861/360/220/","2010-06-03","2010-05-06","Santa Croce Campo della Lana fronte civico 604","28 giorni","Venezia Sud","risolto","Santa Croce",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"13304","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14856/360/220/","2010-05-18","2010-05-07","Castello calle del mondo novo civ. 5790","11 giorni","Venezia Nord","risolto","Castello",,"",,"fognatura - reti fognarie","pavimentazione","malfunzionamento","caditoia"
"13303","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14850/360/220/","2010-05-07","2010-05-05","Cannaregio - Fondamenta Nuove fronte civico 5043","2 giorni","Venezia Nord","risolto","Cannaregio","","",,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"6257","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11984/360/220/","2009-12-15","2009-12-15","ISPEZIONE CANNAREGIO PONTE TRE ARCHI CIV.894 - 893",,"Venezia Nord","risolto","Cannaregio","","",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"32263","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15741/360/220/","2011-10-17","2011-10-11","Dorsoduro civ.2542","6 giorni","Venezia Sud","risolto","Dorsoduro",,,,,"fognatura","altro","altro"
"6258","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11989/360/220/","2009-12-21","2009-12-02","ISPEZIONE CANNAREGIO F.TA SANTA LUCIA","19 giorni","Venezia Nord","risolto","Cannaregio","","",,"pavimentazione",,"intervento migliorativo","pavimentazione stradale"
"32264","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15744/360/220/","2011-09-01","2011-09-01","Biglietteria Actv Piazzale Roma",,"Venezia Sud","risolto","Santa Croce",,,,"sottoservizi",,"malfunzionamento","rete nera, mista o pluviale"
"12823","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/13751/360/220/","2010-06-16","2010-04-29","Isola nuova del Tronchetto - zona carico/scarico bus touristici.","48 giorni","Venezia Sud","risolto","Santa Croce",,,,,"arredo, segnaletica","altro","elementi di arredo, segnaletica"
"32265","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15747/360/220/","2011-11-17","2011-10-12","Castello - Strada Garibaldi","36 giorni","Venezia Nord 2011","risolto","Castello",,,,"pavimentazione","pavimentazione","intervento migliorativo","pavimentazione stradale"
"6255","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11937/360/220/","2009-12-15","2009-12-15","ISPEZIONE SAN MARCO CALLE REDIVO CIV.4525 A - 4534",,"Venezia Nord","risolto","San Marco","","",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"11385","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/13783/360/220/","2010-04-16","2010-04-09","Castello calle San Zaccaria 4689","7 giorni","Venezia Nord","risolto","Castello",,,,,"pavimentazione","cedimento","pavimentazione stradale"
"32266","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15751/360/220/","2011-10-17","2011-10-11","F.ta del Gaffaro vicino al civ.3549 di Dorsoduro (verso P.te de Ca Marcello)","6 giorni","Venezia Sud","risolto","Dorsoduro",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"6256","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11942/360/220/","2009-12-15","2009-12-15","ISPEZIONE SAN MARCO CALLE DELLE BALOTE CIV.4915",,"Venezia Nord","risolto","San Marco","","",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"32267","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15755/360/220/","2011-11-17","2011-10-12","Castello 6452 - 6455 - 6456 Sottoportico Muazzo","36 giorni","Venezia Nord 2011","risolto","Castello",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"3451","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/6099/360/220/","2009-05-26","2009-05-15","Castello - Riva dei Partigiani","11 giorni","Venezia Nord","risolto","Castello",,,,"segnaletica e anagrafica","arredo, segnaletica","instabilita elemento","elementi di arredo, segnaletica"
"6253","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11892/360/220/","2009-12-15","2009-12-15","ISPEZIONE SAN MARCO SALIZZADA S.LUCA",,"Venezia Nord","risolto","San Marco","","",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"32268","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15801/360/220/","2011-10-17","2011-10-12","S.Croce, 495/D - F.ta Santa Chiara vicino alla chiesa","5 giorni","Venezia Sud","risolto","Santa Croce",,,,,"pavimentazione","altro","altro"
"3450","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/6041/360/220/",,"2009-05-13","Castello - Calle rimpetto la sacrestia",,"Venezia Nord","risolto","Castello",,,,,"pavimentazione",,
"6254","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11932/360/220/","2009-12-15","2009-12-15","ISPEZIONE SAN MARCO CALLE CORNER CIV.4124",,"Venezia Nord","risolto","San Marco","","",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"3453","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/6108/360/220/","2009-05-19","2009-05-18","S.Marco, 1621 - Ramo del Carro S.Marco, 1638 - Frezzaia","1 giorno","Venezia Nord","risolto","San Marco",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"6252","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11887/360/220/","2009-12-15","2009-12-15","ISPEZIONE SAN MARCO CALLE CAVALLI 4097",,"Venezia Nord","risolto","San Marco","","",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"1652","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1007/360/220/","2008-10-24","2008-10-24","Cannaregio F.ta delle Case Nuove",,"Venezia Nord","risolto","Cannaregio",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"1653","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1010/360/220/","2008-11-06","2008-10-27","Cannaregio 6005 calle Maggioni","10 giorni","Venezia Nord","risolto","Cannaregio",,,,"pavimentazione","pavimentazione","malfunzionamento","pavimentazione stradale"
"24143","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/27736/360/220/","2010-11-18","2010-11-17","SAN MARCO CALLE CAPPELLO CIVICO 179","1 giorno","Venezia Nord","risolto","San Marco",,"",,"pavimentazione",,"cedimento","pavimentazione stradale"
"1650","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1002/360/220/","2008-10-30","2008-10-27","Corte Amaltea (San Polo 2649)","2 giorni","Venezia Sud","risolto","San Polo",,"","","pavimentazione",,"cedimento","pavimentazione stradale"
"24144","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/27793/360/220/","2010-11-18","2010-11-17","SAN MARCO TORRE DELL'OROLOGIO CIVICO 187","1 giorno","Venezia Nord","risolto","San Marco",,"",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"1651","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1004/360/220/","2008-10-27","2008-10-27","Fondamenta dei Frari (San Polo 2559A)",,"Venezia Sud","risolto","San Polo",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"11383","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/13777/360/220/","2010-04-09","2010-04-09","Rotonda Tronchetto",,"Venezia Sud","risolto","Santa Croce",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"11384","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/13780/360/220/","2010-04-16","2010-04-09","Castello 4699","7 giorni","Venezia Nord","risolto","Castello",,,,,"pavimentazione","intervento migliorativo","pavimentazione stradale"
"3449","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/6037/360/220/","2009-06-05","2009-05-18","Castello, 306 - Calle delle Ole","18 giorni","Venezia Nord","risolto","Castello",,,,"pavimentazione","pavimentazione","intervento migliorativo","pavimentazione stradale"
"6248","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11876/360/220/","2010-01-15","2010-01-15","Cannaregio rio tera Santi Apostoli civ 4658",,"Venezia Nord","risolto","Cannaregio","","",,"altri interventi","pavimentazione","instabilita elemento","pavimentazione stradale"
"1691","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1290/360/220/","2008-10-30","2008-10-29","Calle de l'Agnella 2283 (Santa Croce)",,"Venezia Sud","risolto","Santa Croce",,,"","pavimentazione",,"instabilita elemento","pavimentazione stradale"
"3464","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/6315/360/220/","2009-05-20","2009-05-20","Castello - Salizzada S.Antonin - fronte chiesa",,"Venezia Nord","risolto","Castello",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"1690","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/1286/360/220/","2008-10-30","2008-10-29","Calle de la Regina 2260 (Santa Croce)",,"Venezia Sud","risolto","Santa Croce",,,"","pavimentazione",,"cedimento","pavimentazione stradale"
"3463","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/6255/360/220/","2009-05-26","2009-05-20","Dorsoduro 908/E-F-G-H","6 giorni","Venezia Sud","risolto","Dorsoduro",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"32278","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15920/360/220/","2011-10-24","2011-10-13","Cannaregio Lista di Spagna Hotel Guerrini (zona Calle Procuratie)","10 giorni","Venezia Nord 2011","risolto","Cannaregio",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
